indices,y_error_pred,label,sentence,probability
1658,财经,房产,银监会：综合授信类个人贷款业务将收紧本报讯记者刘薇报道：银监会周三发布了《个人贷款管理暂行办法(征求意见稿)》，对个人贷款实行支付管理。如果正式出台，这将是我国首部个人贷款管理法规。银行人士表示，总体来看，《暂行办法》对个人贷款业务没有太多新的限定，但细化到银行具体业务，则有一些贷款品种可能会加强审核，收紧门槛，诸如此前非常火爆的综合授信类个人贷款业务。《暂行办法》主要内容是，规定银行不得发放无指定用途的贷款，明确实行贷款人受托支付或借款人自主支付的方式对贷款资金进行管理和控制。重申银行在发放个人贷款时须坚持面谈、面签制度，确保贷款的真实性，以防范虚假按揭等风险。由于办法不针对个人贷款业务品种申请设置额外条件，因此个人获得贷款的门槛并没有被抬高。记者昨日采访多位银行信贷部门人士，他们表示，其实目前大部分个人贷款业务如房贷、车贷等都是实行受托支付，即贷款人根据借款人的提款申请和支付委托，将贷款资金直接支付给符合合同约定用途的借款人交易对象。这样做的好处，一方面能够有效监控贷款按约定用途使用，防范贷款挪用风险；另一方面也可防止“顶冒名”等违规损害借款人利益的行为，切实保护借款人合法权益。如今受《暂行办法》影响较大的，则是市面上一度火爆的个人综合授信类贷款。这类贷款通常表现为“房产一次抵押，贷款额度多次循环使用”，如很受市民欢迎的“循环贷”、“随借随还”等，有的银行在开办这类业务时放得较为宽松，只要首次审核通过，以后的贷款申请甚至可以通过网上银行等自助方式办理，无需再经过相对复杂的审核手续，这就意味着在初次审核通过后，借款人就不用再到银行面谈、面签，便可能获得贷款。“这其中的确存在着无法监控贷款真实去向的可能。”某国有大行支行行长称。而一家股份制银行信贷部门人士则坦言，在《管理办法》出台后，该行相对宽松的审核制度很可能需要作出调整，比如采取措施加强对贷款用途的审查，自助方式也许会取消。 我要评论,0.48447269201278687
1660,时政,房产,城建系统两年万余人涉案新华社讯 最高人民检察院昨天通报了查办城镇建设领域商业贿赂犯罪案件情况。据悉，2007年至2008年两年间，全国检察机关共立案查办城镇建设领域商业贿赂犯罪案件9374件、10043人，其中，涉及国家公务员和处级以上干部要案较多，大案所占比例高，涉案金额大，窝案串案突出。受贿案占立案数的77.3%2007年以来，为认真贯彻落实中央决策部署， 深入推进治理商业贿赂专项工作，最高人民检察院针对工程建设、土地出让、房地产开发等领域官商勾结、权钱交易突出等问题， 组织全国检察机关开展集中查办城镇建设领域商业贿赂犯罪案件工作，成效明显。2007年、2008年两年间， 共立案查办的9374件10043人， 分别占查办商业贿赂犯罪立案总数的45.3%和44.5%。其中，受贿7250件，占查办城镇建设领域商业贿赂犯罪案件立案数的77.3%；行贿1879件，占20%。此外，还有单位受贿61件，对单位行贿22件，单位行贿92件，介绍贿赂70件。案件主要发生在城建领域案件主要发生在城镇基础设施建设、房地产开发、单位所属工程建设、土地出让等领域。据统计，发生在这几个领域的案件7990件，占城镇建设领域商业贿赂犯罪案件总数的85.24%。其中，城镇基础设施建设2999件，单位所属工程建设2881件，土地出让1110件，房地产开发1000件。公务员和处以上干部涉案多据悉，国家公务员和处级以上干部涉案较多，两年共立案查办国家公务员3567人， 占立案总人数的35.5%。其中，党政领导663人，土地管理部门501人， 建设部门705人。查办处级以上要案1266人，占12.6%。涉案金额大大案所占比例高从查办案件情况看， 大案所占比例高，涉案金额大。城镇建设领域商业贿赂犯罪案件涉案总金额18.75亿余元，平均个案涉案金额达20万余元。共查办5万元以上大案6976件，占总数的74.4%；其中，50万元以上案件784件，占41.9%。案件涉及城建各个环节在办案中， 检察机关往往是查处一案、带出一窝、牵出一串，许多案件涉及工程立项、规划、审批、招投标、发包分包、采购、资金拨付、交纳税费和施工管理等多个环节。如广州市检察机关在查办“ 北江大堤加固达标工程”涉嫌职务犯罪案件时， 在该工程中深挖出窝案串案10件10人，其中处级要案2人，且均为大案。隋笑飞我要评论,0.6122307181358337
1696,游戏,家居,挑“T”总动员 获奖作品展示第三周周人气奖(1名)获奖作品名称：满口香扣肉 (编号 69672)作品说明：[原料/调料]五花肉、葱、姜、蜂蜜少许、大料(八角)。[制作流程]1、五花肉煮到8分熟，筷子扎透没有血水冒出就可以了，取出五花肉控干水，然后在肉皮上抹上一层蜂蜜；2、锅里倒入少许油，把抹蜂蜜的肉皮放到锅里煎；3、煎至黑红色即可，注意煎的时候要保护好自己，因为油崩的很厉害，最好拿锅盖挡一下；4、把煎好的五花肉切成薄厚均匀的肉片，肉皮朝下摆放到大碗里；5、葱两段改成丝，姜三片，大料两个；6、把葱、姜、大料、糖、盐、酱油、鸡精放到大碗里，上锅蒸，冷水入锅，水开后计时，一小时后就可以了，香香的扣肉就做好了。第三周周创意奖(1名)获奖作品名称：小煎鸡 (编号 69648) 作品说明：[原料/调料]鸡脯肉150克，冬笋100克，泡辣椒、芹黄25克[制作流程]1.鸡肉切条，用盐、水淀粉上浆。2.水淀粉、料酒、盐、胡椒粉和醋在碗中兑成味汁，电磁炉大火用花生油将鸡条炒散，放入葱姜、蒜片和泡辣椒，炒出香味后放入冬笋条、芹菜，下入兑好的碗汁，翻吵几下即成。,0.8116324543952942
1763,房产,财经,12亿元抄底地产股 中邮系圈地路线图曝光每经记者 李娜 发自上海上市公司2008年年报将中邮系基金扎根于地产股的根根须须一一曝光，多只地产股的前十大流通股股东中出现了中邮系基金的身影。沉寂了一年的中邮系基金再一次以一种“偏激”的方式强势回归。伴随着地产股2008年年报的接连披露，中邮系基金越来越频繁地曝光于镁光灯前，多家地产股的前十大流通股股东均有中邮系基金的身影，若以2008年12月31日收盘价简单计算，中邮系基金抄底这些地产股的资金高达12.05亿元。毫无疑问，中邮系基金始于去年下半年的重仓地产股的决策相当成功，在吸引坊间艳羡的目光的同时，也将自家腰包快速增厚。数据显示，自年初至本周三，中邮核心优选领跑所有股票型基金，涨幅高达35%，远远超过股票型基金净值18%的平均涨幅。地产股年报频现中邮系房地产，用国民经济的引擎之一来形容一点儿也不为过。自去年房地产市场的成交量持续萎缩后，对地产行业的关切之情便频频出现在基金经理的季度工作报告中，出现在基金经理的访谈中。与其他徘徊犹豫的基金公司相比，中邮系基金则表现异常坚决，选择提前进场等待。自去年三季度率先加仓地产股后，在接下来的四季度，中邮系对地产股的加仓力度丝毫不减，据已发布的房地产上市公司年报显示，多家地产股的前十大流通股股东均有中邮系基金的身影。据Wind统计数据显示，截至昨日，目前已披露的20多家房地产上市公司中，中邮系出现在了5家地产上市公司的前十大流通股股东中。泛海建设2008年年报显示，中邮系两只基金都重仓其中，双双挤入其前十大流通股股东。数据显示，中邮核心优选目前持有泛海建设2523.89万股，较去年三季度大举增持了1863.16万股，增幅超过了50%以上；中邮核心成长也重仓持有1997.38万股，相比去年三季度增持1129.6万股。中邮系基金的持股量占流通股的比例超过了10%，分别为泛海建设的第二大股东和第三大股东。华发股份年报显示，中邮核心成长同样选择了大举增持。去年四季度，中邮核心成长持有2811.75万股，较去年三季度增持1169.91万股。凭借大幅的吃进，中邮核心成长也成为华发股份的第二大股东和第一大流通股东。另一家地产类上市公司中华企业，中邮核心优选小幅减持46.29万股。不过，其持股数量仍然高达2500万股，仍为公司第二大流通股东。而在今日发布年报的上实发展中，中邮系两只基金又成为公司的前十大流通股股东。除了增持原有的地产股，陆家嘴2008年年报显示，中邮核心优选在去年四季度新进610.82万股，并一举成为该公司的第八大流通股东。地产股反弹 中邮系笑得甜自去年年底以来，国内一些城市的房屋成交量明显出现了回暖迹象。国信证券的报告显示，在过去一周对环渤海、长三角、华南及中西部共十九个重点城市的商品房屋销售情况监测结果表明，各地楼市销量仍然比较畅旺，回暖态势还在进一步延续。地产股销量的回暖，无意推升了地产股的暴涨热情。数据显示，2009年以来，上证指数的涨幅为24.44%，沪深300指数的涨幅为31%，而地产指数同期涨幅已接近44%。华侨城今年以来的涨幅已超过了55%，股价已回到了13元附近。金地集团、招商地产等地产股的涨幅都超过了50%，远远超过同期上证指数和沪深300指数涨幅。地产股的突出表现让埋伏已久的中邮系基金尝到了不小的甜头。数据显示，自年初至本周三，股票型基金净值的平均涨幅为18%，而中邮核心优选的涨幅高达35%，依然在股票型基金中领跑。而中邮核心成长的涨幅超过了27%，位列所有股票型基金的第十二位。相关报道中邮核心优选开放三日给老客户“补仓”机会？日前，中邮基金公司表示，2007年9月13日起，公司暂停了旗下中邮核心优选的日常申购业务。现为满足广大基金持有人的需求，公司决定自2009年3月25日起至2009年3月27日期间，针对既有客户 (即2009年3月23日前，持有过公司旗下基金产品且未注销本公司基金账户的投资者)，恢复该基金产品的日常申购业务。从2009年3月28日起，该基金将继续暂停日常申购业务，在日常申购业务暂停期间，该基金的赎回业务照常办理。市场分析人士指出，很显然，中邮核心优选选择在目前2200点左右打开申购，可以理解为给老基金持有人补仓减少亏损的机会，传递出的信号应该是较为乐观的。不管未来后市会如何演变，至少在中邮基金心里，目前的股指还不是高点。 每经记者 李娜    相关报道：    重仓地产股 中邮系基金赚欢了    泛海建设中邮系基金联袂出击    抄黄木顺的底 中邮系基金介入泛海建设    哈空调中邮系基金大举入驻    基金弃中国远洋登岸 中邮系浮亏18.6亿    中邮系两基金折戟吉恩镍业增发    中邮系两基金上周跌幅最深    基金排名大洗牌 中邮系基金上演过山车,0.6881611347198486
1770,时尚,科技,潮人随身必备 MP3最新关注排行TOP10    作者：毛晓曼    国庆长假期间不少人都选择了到各处旅游，而MP3也成了许多人的必备工具，以缓解路途中的无趣时光。作为旅游时随身携带的数码播放器，长续航是首要的，其次体积小巧也是关键点。于是那些纯音乐MP3成了最好的选择，近期几款售价低廉的纯音乐产品关注度颇高，其中更有低至99元的廉价产品。    其次，新款iPod nano配备了摄像头，而价格并未提升，引起了大家的兴趣，长假期间这款产品也有较高的关注度，最为礼品而言这类产品更为适合。这里让我们了看看近期产品关注排行的最新情况。第十名 昂达VX313    容量：2GB 报价：99元    编辑点评：昂达VX313机身仅35×35毫米，黑色版将率先上市，后续将有更多颜色提供聆听最纯正的原味音乐。支持MP3、WMA、WAV音乐文件，可实现顺序循环、随机循环播放模式切换。另外VX313支持高速USB2.0传输，续航时间10小时。 ,0.32126468420028687
1791,家居,房产,欧洲公馆绿化设施绿化设施：在园林规划中，欧洲公馆为维护宗地原生机理，贯彻尊崇自然的宗旨，增设了双园绿化配置。内花园保留了两棵百年古槐和众多原生树木，造就了丰富的绿植景观；外公园通过兴建大面积绿化、溪水、健身设备，为社区业主打造一个宜人、养生、休闲的场所。我要评论绿化设施：在园林规划中，欧洲公馆为维护宗地原生机理，贯彻尊崇自然的宗旨，增设了双园绿化配置。内花园保留了两棵百年古槐和众多原生树木，造就了丰富的绿植景观；外公园通过兴建大面积绿化、溪水、健身设备，为社区业主打造一个宜人、养生、休闲的场所。我要评论,0.6909568309783936
1814,科技,教育,购新机纪念乔布斯 iPhone 4S纽约热销华裔成主力据美国《世界日报》报道，“苹果教父”乔布斯的去世，使iPhone 4S手机的上市成为全球关心的话题。14日上午8时苹果店开始正式销售该款手机，纽约曼哈顿5大道的苹果旗舰店内外都排起长龙，每人限购两台iPhone 4S手机。许多苹果迷认为这款iPhone 4S是乔布斯最后作品，又在其去世前一天发表，名字也隐含纪念乔布斯(for Steve)的意义，一定要买。而这次华裔再次成为购买主力，男女老少都表示“价格不贵，要买台用用”。根据苹果公司表示，新推出的iPhone 4S智能手机在接受网络预订后的24小时内全球销量超过100万部，超出了前一代产品iPhone 4首日销量60万部的纪录。为购买iPhone 4S手机，纽约的旗舰店前很多苹果迷们从13日就开始排队，无惧细雨凉风。日本和澳大利亚等地因时差先开始销售iPhone 4S手机，所以凌晨就有购得新手机的苹果迷把手机照片传至各大网站，让人一睹为快。在纽约的旗舰店，如果不需要购买iPhone 4S手机，可以直接入内。14日从上午到下午，旗舰店门口始终都有数百人的长龙队伍，一圈绕一圈，秩序井然。据了解，大约每人要排两至三个小时才能入内。即使入内后，也需要按指示排队到收银台前购买手机，最少需要三至四小时才能买到这款手机。在旗舰店附近，还有专门收购旧款iPhone手机的网站销售人士。在旗舰店内，各个展示柜台都人头攒动，尤其是iPhone展示柜台，很多民众都想亲身见识一下这款传说是“为了纪念乔布斯”而推出的手机。但不少人都表示，这款和iPhone 4比起来，好像没什么不同。华裔在此次购买潮中再次展现积极力量，一眼望去占了大半，队伍中年轻的、年老的都有，有想为读书的儿子买手机的母亲；有想给女朋友买手机当生日礼物的男生；有每代iPhone手机都用过、此次也不可少的苹果迷；也有从来没有用过“大家都用过的苹果手机”的阿姨。大家都耐心在外等待，遵守秩序。“来这里一看，都是老乡啊”，一位推着婴儿车的福建籍王小姐表示，她想买两台，一台给自己，一台给老公用。不远处，吴女士和朋友在排队，“别人都用了四代苹果了，我一代没用过，”一边说她一边拿出自己的翻盖式手机“199美元便宜啊，我也要买一台”。还有人表示自己买了不一定自己用，可以卖给别人，“这个好卖，是潮流啊”。(记者：刘爽),0.4230654239654541
1823,家居,科技,时尚超级可爱水晶装饰 hello kitty曝光    作者：曹锐    近日采用了300颗施华洛世奇水晶装饰的hello kitty特别版于网上曝光，售价高达13800日元（100欧元），约合人民币825元。     9月中旬iriver发布了一款以hello kitty为原型的MP3播放器。这个可爱的kitty拥有45.2×35.5×17mm的机身体积，重16g，内置2GB闪存，支持MP3、WMA两种音频文件，预计售价40欧元，约合人民币330元。,0.7840493321418762
1826,时尚,游戏,时尚女性新“读本”《都市女性世界》俗话说的好：“女人能顶半边天”。现在越来越多的女人们逐步成为各个行业的中坚力量，五彩斑斓的女性世界也为这个城市增添了靓丽的风景和活力。近日，由北京捷通华声自主研发的手机应用生活软件《都市女性世界》已成功登录中国 移动百宝箱平台，涵盖了美容、美体、服饰、情感、星座等方面的热门资讯，将成为都市女性中娱乐休闲的指向标。 进入《都市女性世界》主界面，软件界面设计动感时尚，各功能选项灵动传神，女性味十足的时尚潮流气息扑面而来，包括了美容、美体、服饰、八卦星座等等内容等的信息类资讯，让你目不暇接。翻看每帧内容，都是资深编辑们精心更新的内容，让你每天都能感受到时尚前端带来的清新之风。“怎样的面膜最好用”“条纹衫怎么搭配出完美体形”“五种食物让你轻松吃出小脸”。。。从此一切问题都不再是问题，潮流动向尽在你的掌握中！ 在八卦、星座选项里，娱乐圈发生的大事小情等休闲类资讯通通都可以在这里及时看到，其中星座运势是都市年轻人最热衷的兴趣点。《都市女性世界》将为您提供十二星座的每日星运，狮子座今日的运势咋样？看一看就让你做到心中有数！对星座感兴趣的友友们一定不要错过哦！ 最后，小编在这里还要讲讲《都市女性世界》中的情感栏目，男人女人在不同年龄阶段，多多少少都会被情感所困扰，这个永不过时的话题对人们来说真是相当重要的哦~在“情感”栏目中，不仅有感人的情感故事与你一起分享，还有很多社交小窍门，无论是故事还是交友秘籍也许都会为深处感情漩涡的你指点迷津呢！ 《都市女性世界》联合知名时尚网站，为都市女性提供全面的生活资讯，内容实时更新，随时打开手机就能接收图文并茂的信息，它会让你变得更加自信而富有朝气！现在就来加入队伍，你也成为时尚先知者！资费：5元/次下载路径：移动梦网——软件——生活——都市女性世界适配机型：MOTO E2、MOTO E6、MOTO E62、MOTO E680、MOTO E398、MOTO L6、MOTO L7、MOTO V8、MOTO V600、MOTO K1诺基亚 N5500、诺基亚 N73、诺基亚 N7370、诺基亚 N6101、诺基亚 N6230i、诺基亚 QD、诺基亚 N7610、诺基亚 N7260索爱 K300、索爱 K506、索爱 K700、索爱 K790C、索爱 S700、索爱 W958c三星D508、三星D608、三星E258NEC NK,0.5062628388404846
1871,时政,教育,高端海归落选中科院院士 称早料到结果(图)昨天，2011年中国科学院院士增选初步候选人名单对外公布。同日，一篇“从今以后不候选中国科学院院士”的博客文章，再度引发公众对院士话题的热议。博客作者是北京大学生命科学学院院长饶毅，在中科院院士增选有效候选人名单中出现过，但在中国科学院昨天公布的初步候选人名单中落选。昨晚，饶毅在接受北京晨报记者采访时表示，“早就预计到了这个结果”，“任何学生物的人都会知道原因”。截至记者发稿，中国科学院相关部门尚未就此事做出回应。事件主角饶毅：放弃美国(微博)国籍回国北京大学终身讲席教授、生命科学学院院长，兼北京生命科学研究所资深研究员、学术副所长。回国前曾任美国西北大学Elsa Swanson讲席教授、神经科学研究所副所长。研究神经发育的分子机理和社会行为的生物学基础。担任多个国际学术杂志编委。在斯坦福、哈佛、麻省理工学院、东京大学等国际著名大学做学术报告。1996年起，兼中国科学院研究员，1999年协助推动建立中国科学院神经科学研究所，2002年协助建立中国科学院上海交叉学科研究中心。2004年起兼北京生命科学研究所学术副所长。2007年9月全职回国。回国即出任北京大学生命科学院院长的饶毅，被认为是新时期归国潮中的代表性人物之一。舆论将他的回国与上世纪50年代钱学森、郭永怀的回国相提并论，因为他们都是在海外成名后，壮年归国效力的科学家。然而，对于这位神经生物学家，公众更熟悉的不是他研究的领域，而是他大胆、犀利的言论。2004年，在饶毅回国之前，他就在英国《自然》杂志上撰文，对中国政府的中长期科技规划表示关心，并直言不讳地提出了自己的批评和建议。不再参选：5个月前就写好博文饶毅在博客中写道：“鉴于推崇中国科学院前身中央研究院生命科学方面代表性科学家林可胜等，敬佩中国科学院第一批学部委员如神经生理学家冯德培等，尊重50年代以来在国内艰苦环境中坚持做好科学研究的院士，感谢其学部委员(特别是冯德培、邹岗等)在80年代对我的支持和现有院士近年在我回国工作后多方面的支持，我于2011年初接受推荐候选中国科学院院士。”饶毅说，“在表达了尊重和感谢后，从2011年8月17日后将不再成为候选人。”在落款时间上，饶毅写的是，“2011年3月5日写，2011年8月17日添加日期”。关于落选：“结果早就预计到了”昨天下午，记者拨通饶毅在北京大学的办公室电话。对于为何发出这样的博客，饶毅表示不愿多说，“我该传达的意思都已经传达得很清楚了，我想说的都在我的几篇博客中，为什么答应参选，为什么今后不再成为候选人，这些博客内容是一脉相承的。不想再另外说明。”至于为何早在3月已经写好博文，而在昨天才对外发出，饶毅解释说：“我总要等到别人公布结果后才发吧，其实我早就预计到了这样的结果，在3月就已经想好了。”至于为何落选，他给出耐人寻味的回答，“任何学生物的人都会知道原因。”记者翻看了饶毅在之前发过的一些博文。就在昨天博文发表的两天前，他的一篇《减少中国科学界浮躁的一个必要步骤》的博客文章似乎透露了蛛丝马迹。“对于行内来说，都清楚中国生命科学这二十年的基本情况：国外做过博士、博士后，回国立即做正教授，再做一两篇Nature、Science、Cell，或者几篇同领域最好杂志的论文，就可以做院士。”“中国科学界浮躁是自然的，不浮躁倒奇怪：因为职称高，没有‘后顾之忧’，不怕评审，就热衷通过搞关系奔经费、而不是靠学术。中国生命科学界，90%以上的教授在90%以上时间不听学术报告。有些人(国内所谓做得好的人)不听国际重要科学家的报告，而为了当选院士的投票只听国内院士的报告，给现在的学生树立不良榜样。”各方观点方舟子(微博)：第一轮就被刷纯属侮辱作为北京大学生命科学学院院长的饶毅，引发公众关注并不是第一次。2007年，45岁的饶毅从美国西北大学归国。他和现任清华大学生命科学学院院长的施一公回国在当时都引起不小的反响。在回国前，饶毅就曾对中国教育科技问题提出过直言不讳的批评。去年年底，两人还在美国《科学》杂志刊出社论，认为中国现行的科研基金分配，更多的是靠关系而非学术水平高低，“浪费资源、腐蚀精神、阻碍创新”。而在昨天公布的初步候选人名单中，施一公名列其中。截至记者发稿时，通过施一公秘书转发的短信尚未得到回复。记者看到，一些网友对饶毅落选深表惋惜。有网友称，饶毅落选是中国院士的悲哀，他放弃了美国国籍，为人坦荡，学术贡献大过很多中科院院士。方舟子对此也评论说：“我觉得饶毅居然第一轮就被刷下来，纯属侮辱人。连肖传国当年都进入了院士选举第二轮。”何祚庥：评选不像考试那样简单昨天，曾经和饶毅就中国科技体制改革问题有过深谈的中国科学院院士何祚庥，在看到博文后给饶毅打了电话。在接受北京晨报记者采访时，何祚庥表示，谁该当选院士，谁不该当选院士，大家见仁见智，虽然评选院士有一定标准，是基本公道的，但大家会有不同看法，并不像考试高低分数那样简单。具体看谁对科学贡献大，这个评判的标准本身就很复杂，每个人的尺度不一样。何祚庥认为，当选的人大体是会有一些长处，最起码不会让那些“乌七八糟”的人当选，但没当选的人也不一定不好。“我在电话里对他说，胜败乃兵家常事，没有必要太在乎谁该当选或者不当选，公道自在人心，也不能一次就盖棺定论。”同时，何祚庥指出，2011年中国科学院院士增选的初步候选人名单并不是最终院士名单，在饶毅所属的“生命科学和医学学部”中，包括施一公在内的初步入选30人也不会全部最终选为院士。“饶毅和施一公的研究在生物学领域属于新东西，新事物当然会有很多人反对，就比如爱因斯坦提出新理论的时候，就有很多年龄大的研究者反对，他的理论是在多年以后才被承认的。”熊丙奇(微博)：抛弃学术良知、操守越干脆混得越好北大教授饶毅候选院士首轮出局，中科院发言人称，“具体原因不是很清楚”，但一个不容置疑的事实是，饶教授的遭遇，会给很多年轻学者以“教育”——学术地位如饶教授，也是这样的结果，要让自己有好的发展，就得一心依附体制，不然，等待自己的就是“逆淘汰”的命运。“逆淘汰”机制在我国教育界和学术界已经形成，而且威力越来越大，某个学者放弃基本的是非原则越彻底，抛弃学术良知、操守越干脆，把教育和学术当作牟利的工具越到位，他在现有的学术体系中，就可能混得越好，很快成为学术红人，掌控学术资源；而反之，如果某个学者坚持做最高质量的学术研究，他就很快被边缘、被淘汰。,0.46888306736946106
1879,游戏,家居,圣象安装服务技能大比武纪实四月二十一日，来自圣象全国服务系统的精英、圣象集团的各位领导、圣象研发丹阳生产基地的同仁以及新闻界的朋友们，汇聚在圣象丹阳工厂，举行2009年服务安装技能大赛总决赛，参加决赛的12名圣象服务系统的代表是本次圣象服务技能万人大比武近万名参赛者中经过笔试、省级初赛、大区复赛层层选拔出来的服务技能表现优异的佼佼者。本次比赛观战加油的有圣象集团总裁-翁少斌、集团常务副总裁-郭辉、圣象集团营销总监本次大赛总指挥周英学、集团产品总监-刘洋，还有光临现场的来自圣象各销售公司总经理。圣象集团常务副总裁郭辉致辞并宣布本次大赛的决赛鸣锣开幕第一个比赛项目：地板单片更换。通常在家居生活地板使用过程中常常出现的一些问题，比如地板因受什么意外而发生了损伤或者是你一不小心把地板给砸坏了，那可能就需要做单片更换的修理，这是一个十分平常而又重要的修理工作，这个工作如何做的更快、更好还是需要一定学问的，圣象安装系统总结了一套成熟的地板单片更换的方法。第二个比赛项目：异形场地的地板安装比赛，这个场地虽然不大，但是把所有安装地板能遇到的艰难困苦应该说都包含进来了，这个场地有踢脚线、扣条、收边、楼梯、圆弧、穿越管线、斜面等等算了算一共18个安装点，处处都意味着对安装技能的考验。第三个项目比赛选手介绍自己的绿色安装方案和展示特色安装工具。同时进行地板花样拼接。绿色安装的意义是：(1)、低噪音，不扰民(2)、无尘、低尘，有利于健康(3)、低损耗，废料及时清理统一处置。这项服务增值意义对于二次装修、单独地板更换、缓解装修时的邻里关系和谐社区的建设有着重要意义。地板花样拼接的要求：(1)、需要有垂直拼接的部分(2)、要有三种以上的款式参与评判原则：(1)、安装质量，特别是拼接时的缝隙(2)、评价该种拼接方式的实际用料情况(3)、设计师进行装饰评价第四比赛项目：测量地坪测量地坪是地板安装质量的基础，国家标准要求，每2米长度上不平的最大值不能超过3mm，如果在不平的地面上进行了安装那么就会造成很多问题，例如：产品异响，锁扣之间摩擦受力加大加快产品损坏、产生缝隙，防潮性能下降等情况，安装人员要在最快的时间内把地面上高的低的部位标识出来，找出地面的问题。大赛最后决出了：第一名幸年文北京公司；第二名吴帅南京公司、第三名吴殿军沈阳公司和高用强长春公司好马配好鞍，好地板还要好的配件系统、好的安装服务的支持，才是一个完整的地板系统，这就是所谓的三分产品，七分安装。圣象一直以来致力于提高员工的服务能力和素质，加强地板专业知识、规范施工流程及细节，增强安装服务意识，真正为客户服好务。争当服务标兵，树立服务规范，比赛服务技能是本次大赛自始至终的目标，它不仅仅是三句口号，更是所有圣象服务系统对未来服务的庄严承诺和不断进取的方向。 ,0.3446466624736786
1912,财经,房产,曾荫权担心资产价格升幅过急导致另一次危机十一月十三日，亚太经济合作组织(APEC)工商领袖峰会(CEO Summit)在新加坡新达城国际会展中心揭幕。香港特区行政长官曾荫权当日上午参与大会的对话发言。 中新社发 郑祚声 摄中新网11月14日电据香港大公报报道，正在新加坡出席亚太经合组织会议的行政长官曾荫权表示，美国的低利率政策已导致美元利差交易出现，令资金流向其它地方，助长投机活动。他担心一旦资产价格升幅过急，将可能导致另一次资产泡沫危机，因此各地政府应加强监察及合作。曾荫权说，香港经历九七年金融风暴后，已优化银行、金融和借贷制度，有信心香港能够在金融海啸后加快经济复苏。曾荫权昨日在APEC工商领导人峰会一场有关“规管金融及全球增长”座谈会上表示，上世纪八十年代末，日本为应付经济衰退，实施零利率政策，令资金因而流向亚洲其它地区。当时亚洲国家和地区未有留意热钱流动及资产价格上升至危险水平，结果引发亚洲金融风暴。曾荫权指出，目前美国低利率政策与当年日本情况相若，因为美元利差交易已导致资金流向其它地方。他说，“钱流到哪里，问题就在哪里”，目前在亚洲多个地区，包括韩国、中国台湾、新加坡和中国香港等，资产价格再度上涨，甚至资产价格的水平已与基本面不相称。他担心资产价格升幅过急，将有机会导致另一次资产泡沫危机，希望政府及企业界保持警戒，而各地政府应加强监察和合作。去年九月底美国爆发金融海啸，并快速蔓延至全球各个经济体系，不少国家或地区迄今复苏速度十分缓慢。曾荫权说，香港与亚洲各经济体一样，在九七年金融风暴一役累积了经验，并且优化了银行、金融和借贷制度，包括限制股票市场无货沽空、增加市场透明度、在促进市场发展及保障投资者之间取得平衡等，因此金融海啸爆发以来，香港的复苏速度较不少地区快，银行体系亦没有受到重大冲击，显示香港的规管具有一定成效。曾荫权表示，香港将会参考各经济体处理金融危机的经验，继续对抗金融海啸，有信心能够加快经济复苏步伐。不过，他说，香港必须留意可能出现资产泡沫，而金融危机的其中一个启示，就是不能过分依赖单一行业，所以施政报告提出发展六项优势产业。 我要评论,0.4199129641056061
1936,房产,教育,大陆新移民赴美置产带火家具业 出手阔绰(图)中新网9月14日电 据美国《世界日报》报道，近年中国大陆豪客赴美砸数百万美元购屋的现象屡见不鲜，带动金融风暴曾陷低谷的华人家具店销量也回温，无论中国元素的红木家具，或欧式奢华宫廷家具，都颇受大陆客青睐。不少业主表示，大陆客购买力让人咋舌，一次刷卡数万美元可谓家常便饭，甚至有人一次买下数十万美元高档家具。美国阿市家具业盛传一个案例：有位大陆豪客到洛杉矶一口气买三栋豪宅，价位都在500万元上下。这位豪客不住洛杉矶，仍在中国经商，但为住在当地的女儿买家具手笔也很大，他一次买三栋豪宅所需家具，花费50万元，面不改色。他光顾的家具店老板笑逐颜开，逢熟人谈起这桩买卖眉飞色舞。阿市一家30年老牌家具店业主康先生表示，最近两年明显感到大陆新移民(微博)赴美置业热潮，下属三家分店每天都有大批陆客光顾，其中多数是在亚凯迪亚、钻石吧、核桃市等地购置豪宅。这些顾客倾向购买大气奢华的欧式大件家具，如餐桌、沙发、橱柜、起居组合等，单次平均消费在2万元左右，一掷数十万元购买全套奢华家具组合者也大有人在。康先生说，该店原先主打红木家具，近期发现不少大陆新移民开始青睐欧式家具，康先生遂改变营销策略，双管齐下，同时销售欧式家具。在南加州拥有多处家具店的蔡先生说，曾有一位大陆客一次刷卡6万元，面对店员的惊讶，他气定神闲道，买家具只算是小笔支出，不足为奇。在阿罕布拉市中心经营逾30年、专卖红木古典家具店经理杨先生说，大陆目前红木家具店铺天盖地却良莠不齐，红木家具价格飙升。不少大陆新移民认为，在美国买红木家具价格较为公道，因此店内常有新移民光顾。杨先生说，2000年前该店顾客主要以本土和中国港澳台老华侨为主，他们多崇尚传统文化，抱着代代相传的理念购买红木家具以求保值。2000年后，顾客群中陆续出现大陆新移民，近两年不乏一次掷金几万甚至几十万的大陆客光顾该店。(记者：禾苗),0.5432187914848328
